;Text;Thématique;Groupe;lang;lang_predict;lemma;cleaned;bigrams
1800;['Other', 'methods', 'are', 'based', 'on', 'estimated', 'density', 'and', 'graph', 'connectivity'];machine_learning;groupe A;En;En;['method', 'base', 'estimate', 'density', 'graph', 'connectivity'];['method', 'base', 'estimate', 'density', 'graph', 'connectivity'];['method', 'base', 'estimate', 'density', 'graph', 'connectivity']
1801;['Reinforcement', 'learning', 'is', 'area', 'of', 'machine', 'learning', 'concerned', 'with', 'how', 'software', 'agents', 'ought', 'take', 'actions', 'environment', 'as', 'maximize', 'notion', 'of', 'cumulative', 'reward'];machine_learning;groupe A;En;En;['reinforcement', 'learning', 'machine', 'learning', 'concerned', 'software', 'agents', 'actions', 'environment', 'maximize', 'notion', 'cumulative', 'reward'];['reinforcement', 'learning', 'machine', 'learning', 'concerned', 'software', 'agents', 'actions', 'environment', 'maximize', 'notion', 'cumulative', 'reward'];['reinforcement_learning', 'machine_learning', 'concerned', 'software', 'agents', 'actions', 'environment', 'maximize', 'notion', 'cumulative', 'reward']
1802;['Due', 'its', 'generality', 'the', 'field', 'is', 'studied', 'other', 'disciplines', 'as', 'game', 'theory', 'control', 'theory', 'operations', 'research', 'information', 'theory', 'simulation-based', 'optimization', 'multi-agent', 'systems', 'swarm', 'intelligence', 'statistics', 'and', 'genetic', 'algorithms'];machine_learning;groupe A;En;En;['generality', 'field', 'study', 'disciplines', 'game', 'theory', 'control', 'theory', 'operations', 'theory', 'simulation-based', 'optimization', 'multi-agent', 'systems', 'swarm', 'intelligence', 'statistic', 'genetic', 'algorithm'];['generality', 'field', 'study', 'disciplines', 'game', 'theory', 'control', 'theory', 'operations', 'theory', 'simulation-based', 'optimization', 'multi-agent', 'systems', 'swarm', 'intelligence', 'statistic', 'genetic', 'algorithm'];['generality', 'field', 'study', 'disciplines', 'game_theory', 'control', 'theory', 'operations', 'theory', 'simulation-based', 'optimization', 'multi-agent', 'systems', 'swarm_intelligence', 'statistic', 'genetic_algorithm']
1803;['machine', 'learning', 'the', 'environment', 'is', 'typically', 'represented', 'as', 'Decision', 'Process', 'MDP'];machine_learning;groupe A;En;En;['machine', 'learning', 'environment', 'represent', 'decision', 'process', 'mdp'];['machine', 'learning', 'environment', 'represent', 'decision', 'process', 'mdp'];['machine_learning', 'environment', 'represent', 'decision', 'process', 'mdp']
1804;['reinforcement', 'learning', 'algorithms', 'dynamic', 'programming', 'techniques'];machine_learning;groupe A;En;En;['reinforcement', 'learning', 'algorithm', 'dynamic', 'programming', 'techniques'];['reinforcement', 'learning', 'algorithm', 'dynamic', 'programming', 'techniques'];['reinforcement_learning', 'algorithm', 'dynamic', 'programming', 'techniques']
1805;['Reinforcement', 'learning', 'algorithms', 'not', 'assume', 'knowledge', 'of', 'exact', 'mathematical', 'model', 'of', 'the', 'MDP', 'and', 'are', 'used', 'when', 'exact', 'models', 'are', 'infeasible'];machine_learning;groupe A;En;En;['reinforcement', 'learning', 'algorithm', 'assume', 'knowledge', 'exact', 'mathematical', 'model', 'mdp', 'exact', 'models', 'infeasible'];['reinforcement', 'learning', 'algorithm', 'assume', 'knowledge', 'exact', 'mathematical', 'model', 'mdp', 'exact', 'models', 'infeasible'];['reinforcement_learning', 'algorithm', 'assume', 'knowledge', 'exact', 'mathematical_model', 'mdp', 'exact', 'models', 'infeasible']
1806;['Reinforcement', 'learning', 'algorithms', 'are', 'used', 'autonomous', 'vehicles', 'learning', 'game', 'against', 'human', 'opponent'];machine_learning;groupe A;En;En;['reinforcement', 'learning', 'algorithm', 'autonomous', 'vehicle', 'learning', 'game', 'human', 'opponent'];['reinforcement', 'learning', 'algorithm', 'autonomous', 'vehicle', 'learning', 'game', 'human', 'opponent'];['reinforcement_learning', 'algorithm', 'autonomous_vehicle', 'learning', 'game', 'human', 'opponent']
1807;['Several', 'learning', 'algorithms', 'aim', 'discovering', 'better', 'representations', 'of', 'the', 'inputs', 'provided', 'during', 'training'];machine_learning;groupe A;En;En;['learning', 'algorithm', 'aim', 'discover', 'representations', 'input', 'provide', 'training'];['learning', 'algorithm', 'aim', 'discover', 'representations', 'input', 'provide', 'training'];['learning_algorithm', 'aim', 'discover', 'representations', 'input', 'provide', 'training']
1808;['Classic', 'examples', 'include', 'principal', 'components', 'analysis', 'and', 'cluster', 'analysis'];machine_learning;groupe A;En;En;['classic', 'component', 'analysis', 'cluster', 'analysis'];['classic', 'component', 'analysis', 'cluster', 'analysis'];['classic', 'component', 'analysis', 'cluster_analysis']
1809;['Feature', 'learning', 'algorithms', 'also', 'called', 'representation', 'learning', 'algorithms', 'often', 'attempt', 'preserve', 'the', 'information', 'their', 'input', 'but', 'also', 'transform', 'it', 'way', 'that', 'makes', 'it', 'useful', 'often', 'as', 'pre-processing', 'step', 'before', 'performing', 'classification', 'predictions'];machine_learning;groupe A;En;En;['feature', 'learning', 'algorithm', 'representation', 'learning', 'algorithm', 'attempt', 'preserve', 'input', 'transform', 'pre-processing', 'perform', 'classification', 'prediction'];['feature', 'learning', 'algorithm', 'representation', 'learning', 'algorithm', 'attempt', 'preserve', 'input', 'transform', 'pre-processing', 'perform', 'classification', 'prediction'];['feature_learning', 'algorithm', 'representation', 'learning_algorithm', 'attempt', 'preserve', 'input', 'transform', 'pre-processing', 'perform', 'classification', 'prediction']
1810;['technique', 'allows', 'reconstruction', 'of', 'the', 'inputs', 'coming', 'from', 'the', 'unknown', 'data-generating', 'distribution', 'while', 'not', 'being', 'necessarily', 'faithful', 'configurations', 'that', 'are', 'implausible', 'under', 'that', 'distribution'];machine_learning;groupe A;En;En;['technique', 'reconstruction', 'input', 'unknown', 'data-generating', 'distribution', 'faithful', 'configurations', 'implausible', 'distribution'];['technique', 'reconstruction', 'input', 'unknown', 'data-generating', 'distribution', 'faithful', 'configurations', 'implausible', 'distribution'];['technique', 'reconstruction', 'input', 'unknown', 'data-generating', 'distribution', 'faithful', 'configurations', 'implausible', 'distribution']
1811;['replaces', 'manual', 'feature', 'engineering', 'and', 'allows', 'machine', 'both', 'learn', 'the', 'features', 'and', 'them', 'perform', 'specific', 'task'];machine_learning;groupe A;En;En;['replaces', 'manual', 'feature', 'engineering', 'machine', 'learn', 'feature', 'perform', 'specific', 'task'];['replaces', 'manual', 'feature', 'engineering', 'machine', 'learn', 'feature', 'perform', 'specific', 'task'];['replaces', 'manual', 'feature', 'engineering', 'machine', 'learn', 'feature', 'perform', 'specific', 'task']
1812;['Feature', 'learning', 'can', 'either', 'supervised', 'unsupervised'];machine_learning;groupe A;En;En;['feature', 'learning', 'supervise', 'unsupervised'];['feature', 'learning', 'supervise', 'unsupervised'];['feature_learning', 'supervise', 'unsupervised']
1813;['supervised', 'feature', 'learning', 'features', 'are', 'learned', 'using', 'labeled', 'input', 'data'];machine_learning;groupe A;En;En;['supervise', 'feature', 'learning', 'feature', 'learn', 'label', 'input', 'data'];['supervise', 'feature', 'learning', 'feature', 'learn', 'label', 'input', 'data'];['supervise', 'feature_learning', 'feature', 'learn', 'label', 'input', 'data']
1814;['Examples', 'include', 'artificial', 'neural', 'networks', 'multilayer', 'perceptrons', 'and', 'supervised', 'dictionary', 'learning'];machine_learning;groupe A;En;En;['artificial', 'neural', 'network', 'multilayer', 'perceptrons', 'supervise', 'dictionary', 'learning'];['artificial', 'neural', 'network', 'multilayer', 'perceptrons', 'supervise', 'dictionary', 'learning'];['artificial_neural', 'network', 'multilayer', 'perceptrons', 'supervise', 'dictionary_learning']
1815;['unsupervised', 'feature', 'learning', 'features', 'are', 'learned', 'with', 'unlabeled', 'input', 'data'];machine_learning;groupe A;En;En;['unsupervised', 'feature', 'learning', 'feature', 'learn', 'unlabeled', 'input', 'data'];['unsupervised', 'feature', 'learning', 'feature', 'learn', 'unlabeled', 'input', 'data'];['unsupervised', 'feature_learning', 'feature', 'learn', 'unlabeled', 'input', 'data']
1816;['Examples', 'include', 'dictionary', 'learning', 'independent', 'component', 'analysis', 'autoencoders', 'matrix', 'factorization', 'and', 'various', 'forms', 'of', 'clustering'];machine_learning;groupe A;En;En;['dictionary', 'learning', 'independent', 'component', 'analysis', 'autoencoders', 'matrix', 'factorization', 'form', 'cluster'];['dictionary', 'learning', 'independent', 'component', 'analysis', 'autoencoders', 'matrix', 'factorization', 'form', 'cluster'];['dictionary_learning', 'independent', 'component', 'analysis', 'autoencoders', 'matrix', 'factorization', 'form', 'cluster']
1817;['Manifold', 'learning', 'algorithms', 'attempt', 'under', 'the', 'constraint', 'that', 'the', 'learned', 'representation', 'is', 'low-dimensional'];machine_learning;groupe A;En;En;['manifold', 'learning', 'algorithm', 'attempt', 'constraint', 'learn', 'representation', 'low-dimensional'];['manifold', 'learning', 'algorithm', 'attempt', 'constraint', 'learn', 'representation', 'low-dimensional'];['manifold', 'learning_algorithm', 'attempt', 'constraint', 'learn', 'representation', 'low-dimensional']
1818;['Sparse', 'coding', 'algorithms', 'attempt', 'under', 'the', 'constraint', 'that', 'the', 'learned', 'representation', 'is', 'sparse', 'meaning', 'that', 'the', 'mathematical', 'model', 'has', 'zeros'];machine_learning;groupe A;En;En;['sparse', 'cod', 'algorithm', 'attempt', 'constraint', 'learn', 'representation', 'sparse', 'meaning', 'mathematical', 'model'];['sparse', 'cod', 'algorithm', 'attempt', 'constraint', 'learn', 'representation', 'sparse', 'meaning', 'mathematical', 'model'];['sparse', 'cod', 'algorithm', 'attempt', 'constraint', 'learn', 'representation', 'sparse', 'meaning', 'mathematical_model']
1819;['Multilinear', 'subspace', 'learning', 'algorithms', 'aim', 'learn', 'low-dimensional', 'representations', 'directly', 'from', 'tensor', 'representations', 'for', 'multidimensional', 'data', 'without', 'reshaping', 'them', 'into', 'higher-dimensional', 'vectors'];machine_learning;groupe A;En;En;['multilinear', 'subspace', 'learning', 'algorithm', 'aim', 'learn', 'low-dimensional', 'representations', 'tensor', 'representations', 'multidimensional', 'data', 'reshape', 'higher-dimensional', 'vector'];['multilinear', 'subspace', 'learning', 'algorithm', 'aim', 'learn', 'low-dimensional', 'representations', 'tensor', 'representations', 'multidimensional', 'data', 'reshape', 'higher-dimensional', 'vector'];['multilinear', 'subspace', 'learning_algorithm', 'aim', 'learn', 'low-dimensional', 'representations', 'tensor', 'representations', 'multidimensional', 'data', 'reshape', 'higher-dimensional', 'vector']
1820;['Deep', 'learning', 'algorithms', 'discover', 'multiple', 'levels', 'of', 'representation', 'hierarchy', 'of', 'features', 'with', 'higher-level', 'abstract', 'features', 'defined', 'terms', 'of', 'generating', 'lower-level', 'features'];machine_learning;groupe A;En;En;['deep', 'learning', 'algorithm', 'discover', 'multiple', 'level', 'representation', 'hierarchy', 'feature', 'higher-level', 'abstract', 'feature', 'define', 'term', 'generate', 'lower-level', 'feature'];['deep', 'learning', 'algorithm', 'discover', 'multiple', 'level', 'representation', 'hierarchy', 'feature', 'higher-level', 'abstract', 'feature', 'define', 'term', 'generate', 'lower-level', 'feature'];['deep_learning', 'algorithm', 'discover', 'multiple', 'level', 'representation', 'hierarchy', 'feature', 'higher-level', 'abstract', 'feature', 'define', 'term', 'generate', 'lower-level', 'feature']
1821;['It', 'has', 'been', 'argued', 'that', 'intelligent', 'machine', 'is', 'one', 'that', 'learns', 'representation', 'that', 'disentangles', 'the', 'underlying', 'factors', 'of', 'variation', 'that', 'explain', 'the', 'observed', 'data'];machine_learning;groupe A;En;En;['argue', 'intelligent', 'machine', 'learns', 'representation', 'disentangles', 'underlie', 'factor', 'variation', 'explain', 'observe', 'data'];['argue', 'intelligent', 'machine', 'learns', 'representation', 'disentangles', 'underlie', 'factor', 'variation', 'explain', 'observe', 'data'];['argue', 'intelligent', 'machine', 'learns', 'representation', 'disentangles', 'underlie', 'factor', 'variation', 'explain', 'observe', 'data']
1822;['Feature', 'learning', 'is', 'motivated', 'by', 'the', 'fact', 'that', 'machine', 'learning', 'tasks', 'as', 'classification', 'often', 'require', 'input', 'that', 'is', 'mathematically', 'and', 'computationally', 'convenient', 'process'];machine_learning;groupe A;En;En;['feature', 'learning', 'motivate', 'machine', 'learning', 'task', 'classification', 'require', 'input', 'convenient', 'process'];['feature', 'learning', 'motivate', 'machine', 'learning', 'task', 'classification', 'require', 'input', 'convenient', 'process'];['feature_learning', 'motivate', 'machine_learning', 'task', 'classification', 'require', 'input', 'convenient', 'process']
1823;['However', 'real-world', 'data', 'as', 'images', 'video', 'and', 'sensory', 'data', 'has', 'not', 'yielded', 'attempts', 'algorithmically', 'define', 'specific', 'features'];machine_learning;groupe A;En;En;['real-world', 'data', 'images', 'video', 'sensory', 'data', 'yield', 'attempt', 'define', 'specific', 'feature'];['real-world', 'data', 'images', 'video', 'sensory', 'data', 'yield', 'attempt', 'define', 'specific', 'feature'];['real-world', 'data', 'images', 'video', 'sensory_data', 'yield', 'attempt', 'define', 'specific', 'feature']
1824;['alternative', 'is', 'discover', 'features', 'representations', 'through', 'examination', 'without', 'relying', 'on', 'explicit', 'algorithms'];machine_learning;groupe A;En;En;['alternative', 'discover', 'feature', 'representations', 'examination', 'rely', 'explicit', 'algorithm'];['alternative', 'discover', 'feature', 'representations', 'examination', 'rely', 'explicit', 'algorithm'];['alternative', 'discover', 'feature', 'representations', 'examination', 'rely', 'explicit', 'algorithm']
1825;['Sparse', 'dictionary', 'learning', 'is', 'feature', 'learning', 'method', 'where', 'training', 'example', 'is', 'represented', 'as', 'linear', 'combination', 'of', 'basis', 'functions', 'and', 'is', 'assumed', 'sparse', 'matrix'];machine_learning;groupe A;En;En;['sparse', 'dictionary', 'learning', 'feature', 'learning', 'method', 'training', 'represent', 'linear', 'combination', 'basis', 'function', 'assume', 'sparse', 'matrix'];['sparse', 'dictionary', 'learning', 'feature', 'learning', 'method', 'training', 'represent', 'linear', 'combination', 'basis', 'function', 'assume', 'sparse', 'matrix'];['sparse_dictionary', 'learning', 'feature_learning', 'method', 'training', 'represent', 'linear', 'combination', 'basis', 'function', 'assume', 'sparse', 'matrix']
1826;['The', 'method', 'is', 'strongly', 'NP-hard', 'and', 'difficult', 'solve', 'approximately'];machine_learning;groupe A;En;En;['method', 'np-hard', 'difficult', 'solve'];['method', 'np-hard', 'difficult', 'solve'];['method', 'np-hard', 'difficult', 'solve']
1827;['popular', 'heuristic', 'method', 'for', 'sparse', 'dictionary', 'learning', 'is', 'the', 'K-SVD', 'algorithm'];machine_learning;groupe A;En;En;['popular', 'heuristic', 'method', 'sparse', 'dictionary', 'learning', 'k-svd', 'algorithm'];['popular', 'heuristic', 'method', 'sparse', 'dictionary', 'learning', 'k-svd', 'algorithm'];['popular', 'heuristic', 'method', 'sparse_dictionary', 'learning', 'k-svd', 'algorithm']
1828;['Sparse', 'dictionary', 'learning', 'has', 'been', 'applied', 'several', 'contexts'];machine_learning;groupe A;En;En;['sparse', 'dictionary', 'learning', 'applied', 'context'];['sparse', 'dictionary', 'learning', 'applied', 'context'];['sparse_dictionary', 'learning_applied', 'context']
1829;['classification', 'the', 'problem', 'is', 'determine', 'which', 'classes', 'previously', 'unseen', 'training', 'example', 'belongs'];machine_learning;groupe A;En;En;['classification', 'determine', 'classes', 'unseen', 'training', 'belongs'];['classification', 'determine', 'classes', 'unseen', 'training', 'belongs'];['classification', 'determine', 'classes', 'unseen', 'training', 'belongs']
1830;['For', 'dictionary', 'where', 'each', 'class', 'has', 'already', 'been', 'built', 'training', 'example', 'is', 'associated', 'with', 'the', 'class', 'that', 'is', 'sparsely', 'represented', 'by', 'the', 'corresponding', 'dictionary'];machine_learning;groupe A;En;En;['dictionary', 'class', 'built', 'training', 'associate', 'class', 'represent', 'correspond', 'dictionary'];['dictionary', 'class', 'built', 'training', 'associate', 'class', 'represent', 'correspond', 'dictionary'];['dictionary', 'class', 'built', 'training', 'associate', 'class', 'represent', 'correspond', 'dictionary']
1831;['Sparse', 'dictionary', 'learning', 'has', 'also', 'been', 'applied', 'image', 'de-noising'];machine_learning;groupe A;En;En;['sparse', 'dictionary', 'learning', 'applied', 'image', 'de-noising'];['sparse', 'dictionary', 'learning', 'applied', 'image', 'de-noising'];['sparse_dictionary', 'learning_applied', 'image', 'de-noising']
1832;['The', 'key', 'idea', 'is', 'that', 'clean', 'image', 'patch', 'can', 'sparsely', 'represented', 'by', 'image', 'dictionary', 'but', 'the', 'noise', 'cannot'];machine_learning;groupe A;En;En;['key', 'idea', 'clean', 'image', 'patch', 'represent', 'image', 'dictionary', 'noise'];['key', 'idea', 'clean', 'image', 'patch', 'represent', 'image', 'dictionary', 'noise'];['key', 'idea', 'clean', 'image', 'patch', 'represent', 'image', 'dictionary', 'noise']
1833;['data', 'mining', 'anomaly', 'detection', 'also', 'known', 'as', 'outlier', 'detection', 'is', 'the', 'identification', 'of', 'rare', 'items', 'events', 'observations', 'which', 'raise', 'suspicions', 'by', 'differing', 'significantly', 'from', 'the', 'majority', 'of', 'the', 'data'];machine_learning;groupe A;En;En;['data', 'mining', 'anomaly', 'detection', 'outlier', 'detection', 'identification', 'rare', 'item', 'event', 'observations', 'raise', 'suspicion', 'majority', 'data'];['data', 'mining', 'anomaly', 'detection', 'outlier', 'detection', 'identification', 'rare', 'item', 'event', 'observations', 'raise', 'suspicion', 'majority', 'data'];['data_mining', 'anomaly_detection', 'outlier', 'detection', 'identification', 'rare', 'item', 'event', 'observations', 'raise', 'suspicion', 'majority', 'data']
1834;['Typically', 'the', 'anomalous', 'items', 'represent', 'issue', 'as', 'bank', 'fraud', 'structural', 'defect', 'medical', 'problems', 'errors', 'text'];machine_learning;groupe A;En;En;['anomalous', 'item', 'represent', 'bank', 'fraud', 'structural', 'defect', 'medical', 'error'];['anomalous', 'item', 'represent', 'bank', 'fraud', 'structural', 'defect', 'medical', 'error'];['anomalous', 'item', 'represent', 'bank', 'fraud', 'structural', 'defect', 'medical', 'error']
1835;['anomalies', 'are', 'referred', 'as', 'outliers', 'novelties', 'noise', 'deviations', 'and', 'exceptions'];machine_learning;groupe A;En;En;['anomalies', 'are', 'referred', 'outliers', 'novelties', 'noise', 'deviations', 'exceptions'];['anomalies', 'are', 'referred', 'outliers', 'novelties', 'noise', 'deviations', 'exceptions'];['anomalies', 'are', 'referred', 'outliers', 'novelties', 'noise', 'deviations', 'exceptions']
1836;['particular', 'the', 'context', 'of', 'abuse', 'and', 'network', 'intrusion', 'detection', 'the', 'interesting', 'objects', 'are', 'often', 'not', 'rare', 'objects', 'but', 'unexpected', 'bursts', 'activity'];machine_learning;groupe A;En;En;['context', 'abuse', 'network', 'intrusion', 'detection', 'object', 'rare', 'object', 'unexpected', 'burst', 'activity'];['context', 'abuse', 'network', 'intrusion', 'detection', 'object', 'rare', 'object', 'unexpected', 'burst', 'activity'];['context', 'abuse', 'network', 'intrusion', 'detection', 'object', 'rare', 'object', 'unexpected', 'burst', 'activity']
1837;['pattern', 'does', 'not', 'adhere', 'the', 'statistical', 'definition', 'of', 'outlier', 'as', 'rare', 'object', 'and', 'outlier', 'detection', 'methods', 'particular', 'unsupervised', 'algorithms', 'fail', 'on', 'data', 'unless', 'it', 'has', 'been', 'aggregated', 'appropriately'];machine_learning;groupe A;En;En;['pattern', 'statistical', 'definition', 'outlier', 'rare', 'object', 'outlier', 'detection', 'method', 'unsupervised', 'algorithm', 'fail', 'data', 'aggregate'];['pattern', 'statistical', 'definition', 'outlier', 'rare', 'object', 'outlier', 'detection', 'method', 'unsupervised', 'algorithm', 'fail', 'data', 'aggregate'];['pattern', 'statistical', 'definition', 'outlier', 'rare', 'object', 'outlier', 'detection', 'method', 'unsupervised', 'algorithm', 'fail', 'data', 'aggregate']
1838;['Instead', 'cluster', 'analysis', 'algorithm', 'able', 'detect', 'the', 'micro-clusters', 'formed', 'by', 'these', 'patterns'];machine_learning;groupe A;En;En;['cluster', 'analysis', 'algorithm', 'detect', 'micro-clusters', 'form', 'patterns'];['cluster', 'analysis', 'algorithm', 'detect', 'micro-clusters', 'form', 'patterns'];['cluster_analysis', 'algorithm', 'detect', 'micro-clusters', 'form', 'patterns']
1839;['Three', 'broad', 'categories', 'of', 'anomaly', 'detection', 'techniques', 'exist'];machine_learning;groupe A;En;En;['broad', 'categories', 'anomaly', 'detection', 'techniques', 'exist'];['broad', 'categories', 'anomaly', 'detection', 'techniques', 'exist'];['broad', 'categories', 'anomaly_detection', 'techniques', 'exist']
1840;['Unsupervised', 'anomaly', 'detection', 'techniques', 'detect', 'anomalies', 'unlabeled', 'test', 'data', 'set', 'under', 'the', 'assumption', 'that', 'the', 'majority', 'of', 'the', 'instances', 'the', 'data', 'set', 'are', 'normal', 'by', 'looking', 'for', 'instances', 'that', 'seem', 'fit', 'least', 'the', 'remainder', 'of', 'the', 'data', 'set'];machine_learning;groupe A;En;En;['unsupervised', 'anomaly', 'detection', 'techniques', 'detect', 'anomalies', 'unlabeled', 'data', 'set', 'assumption', 'majority', 'instance', 'data', 'set', 'normal', 'instance', 'fit', 'remainder', 'data', 'set'];['unsupervised', 'anomaly', 'detection', 'techniques', 'detect', 'anomalies', 'unlabeled', 'data', 'set', 'assumption', 'majority', 'instance', 'data', 'set', 'normal', 'instance', 'fit', 'remainder', 'data', 'set'];['unsupervised', 'anomaly_detection', 'techniques', 'detect', 'anomalies', 'unlabeled', 'data_set', 'assumption', 'majority', 'instance', 'data_set', 'normal', 'instance', 'fit', 'remainder', 'data_set']
1841;['Supervised', 'anomaly', 'detection', 'techniques', 'require', 'data', 'set', 'that', 'has', 'been', 'labeled', 'as', 'normal', 'and', 'abnormal', 'and', 'involves', 'training', 'classifier', 'the', 'key', 'difference', 'other', 'statistical', 'classification', 'problems', 'is', 'the', 'inherent', 'unbalanced', 'nature', 'of', 'outlier', 'detection'];machine_learning;groupe A;En;En;['supervised', 'anomaly', 'detection', 'techniques', 'require', 'data', 'set', 'label', 'normal', 'abnormal', 'involves', 'training', 'classifier', 'key', 'difference', 'statistical', 'classification', 'inherent', 'unbalanced', 'nature', 'outlier', 'detection'];['supervised', 'anomaly', 'detection', 'techniques', 'require', 'data', 'set', 'label', 'normal', 'abnormal', 'involves', 'training', 'classifier', 'key', 'difference', 'statistical', 'classification', 'inherent', 'unbalanced', 'nature', 'outlier', 'detection'];['supervised', 'anomaly_detection', 'techniques', 'require', 'data_set', 'label', 'normal', 'abnormal', 'involves', 'training', 'classifier', 'key', 'difference', 'statistical', 'classification', 'inherent', 'unbalanced', 'nature', 'outlier', 'detection']
1842;['Semi-supervised', 'anomaly', 'detection', 'techniques', 'construct', 'model', 'representing', 'normal', 'behavior', 'from', 'given', 'normal', 'training', 'data', 'set', 'and', 'then', 'test', 'the', 'likelihood', 'of', 'test', 'instance', 'generated', 'by', 'the', 'model'];machine_learning;groupe A;En;En;['semi-supervised', 'anomaly', 'detection', 'techniques', 'construct', 'model', 'represent', 'normal', 'behavior', 'normal', 'training', 'data', 'set', 'likelihood', 'instance', 'generate', 'model'];['semi-supervised', 'anomaly', 'detection', 'techniques', 'construct', 'model', 'represent', 'normal', 'behavior', 'normal', 'training', 'data', 'set', 'likelihood', 'instance', 'generate', 'model'];['semi-supervised', 'anomaly_detection', 'techniques', 'construct', 'model', 'represent', 'normal', 'behavior', 'normal', 'training_data', 'set', 'likelihood', 'instance', 'generate', 'model']
1843;['Association', 'rule', 'learning', 'is', 'rule-based', 'machine', 'learning', 'method', 'for', 'discovering', 'relationships', 'between', 'variables', 'databases'];machine_learning;groupe A;En;En;['association', 'rule', 'learning', 'rule-based', 'machine', 'learning', 'method', 'discover', 'relationship', 'variables', 'database'];['association', 'rule', 'learning', 'rule-based', 'machine', 'learning', 'method', 'discover', 'relationship', 'variables', 'database'];['association_rule', 'learning', 'rule-based_machine', 'learning_method', 'discover', 'relationship', 'variables', 'database']
1844;['It', 'is', 'intended', 'identify', 'strong', 'rules', 'discovered', 'databases', 'using', 'measure', 'of', 'interestingness'];machine_learning;groupe A;En;En;['intend', 'identify', 'strong', 'rule', 'discover', 'database', 'measure', 'interestingness'];['intend', 'identify', 'strong', 'rule', 'discover', 'database', 'measure', 'interestingness'];['intend', 'identify', 'strong', 'rule', 'discover', 'database', 'measure', 'interestingness']
1845;['Rule-based', 'machine', 'learning', 'is', 'general', 'term', 'for', 'any', 'machine', 'learning', 'method', 'that', 'identifies', 'learns', 'evolves', 'rules', 'store', 'manipulate', 'apply', 'knowledge'];machine_learning;groupe A;En;En;['rule-based', 'machine', 'learning', 'term', 'machine', 'learning', 'method', 'identifies', 'learns', 'evolves', 'rule', 'store', 'manipulate', 'apply', 'knowledge'];['rule-based', 'machine', 'learning', 'term', 'machine', 'learning', 'method', 'identifies', 'learns', 'evolves', 'rule', 'store', 'manipulate', 'apply', 'knowledge'];['rule-based_machine', 'learning', 'term', 'machine_learning', 'method', 'identifies', 'learns', 'evolves', 'rule', 'store', 'manipulate', 'apply', 'knowledge']
1846;['The', 'defining', 'characteristic', 'of', 'rule-based', 'machine', 'learning', 'algorithm', 'is', 'the', 'identification', 'and', 'utilization', 'of', 'set', 'of', 'relational', 'rules', 'that', 'collectively', 'represent', 'the', 'knowledge', 'captured', 'by', 'the', 'system'];machine_learning;groupe A;En;En;['define', 'characteristic', 'rule-based', 'machine', 'learning', 'algorithm', 'identification', 'utilization', 'set', 'relational', 'rule', 'represent', 'knowledge', 'capture'];['define', 'characteristic', 'rule-based', 'machine', 'learning', 'algorithm', 'identification', 'utilization', 'set', 'relational', 'rule', 'represent', 'knowledge', 'capture'];['define', 'characteristic', 'rule-based_machine', 'learning_algorithm', 'identification', 'utilization', 'set', 'relational', 'rule', 'represent', 'knowledge', 'capture']
1847;['is', 'contrast', 'other', 'machine', 'learning', 'algorithms', 'that', 'commonly', 'identify', 'singular', 'model', 'that', 'can', 'universally', 'applied', 'any', 'instance', 'order', 'make', 'prediction'];machine_learning;groupe A;En;En;['contrast', 'machine', 'learning', 'algorithm', 'identify', 'singular', 'model', 'applied', 'instance', 'prediction'];['contrast', 'machine', 'learning', 'algorithm', 'identify', 'singular', 'model', 'applied', 'instance', 'prediction'];['contrast', 'machine_learning', 'algorithm', 'identify', 'singular', 'model', 'applied', 'instance', 'prediction']
1848;['Rule-based', 'machine', 'learning', 'approaches', 'include', 'learning', 'classifier', 'systems', 'association', 'rule', 'learning', 'and', 'artificial', 'immune', 'systems'];machine_learning;groupe A;En;En;['rule-based', 'machine', 'learning', 'approach', 'learning', 'classifier', 'systems', 'association', 'rule', 'learning', 'artificial', 'immune', 'systems'];['rule-based', 'machine', 'learning', 'approach', 'learning', 'classifier', 'systems', 'association', 'rule', 'learning', 'artificial', 'immune', 'systems'];['rule-based_machine', 'learning', 'approach', 'learning', 'classifier', 'systems', 'association_rule', 'learning', 'artificial', 'immune', 'systems']
1849;['Based', 'on', 'the', 'concept', 'of', 'strong', 'rules', 'and', 'introduced', 'association', 'rules', 'for', 'discovering', 'regularities', 'between', 'products', 'large-scale', 'transaction', 'data', 'recorded', 'by', 'point-of-sale', 'POS', 'systems', 'supermarkets'];machine_learning;groupe A;En;En;['based', 'concept', 'strong', 'rule', 'introduce', 'association', 'rule', 'discover', 'regularity', 'product', 'large-scale', 'transaction', 'data', 'record', 'point-of-sale', 'pos', 'systems', 'supermarket'];['based', 'concept', 'strong', 'rule', 'introduce', 'association', 'rule', 'discover', 'regularity', 'product', 'large-scale', 'transaction', 'data', 'record', 'point-of-sale', 'pos', 'systems', 'supermarket'];['based', 'concept', 'strong', 'rule', 'introduce', 'association_rule', 'discover', 'regularity', 'product', 'large-scale', 'transaction', 'data', 'record', 'point-of-sale', 'pos', 'systems', 'supermarket']
